"번호","운영기관명","상품명","운영기관구분","상품구분","학자금유형구분","학교구분","학년구분","성적기준 상세내용","소득기준 상세내용","지원내역 상세내용","특정자격 상세내용","지역거주여부 상세내용","선발방법 상세내용","선발인원 상세내용","자격제한 상세내용","추천필요여부 상세내용","제출서류 상세내용","홈페이지주소","모집시작일","모집종료일"
"947 ","재단법인 목포인재육성재단","희망장학생(한부모·조손)","지자체(출자출연기관)","장학금","지역연고","해당없음","해당없음","해당없음","해당없음","○ 50만원","○ 법정 한부모 가정(부자가정/ 모자가정/ 조손가정)○ 모집인원 초과 시 건강보험료 100%","○ 공고일 현재 본인 및 보호자가 목포시 내에 1년 이상 주소를 두고목포시 소재 고등학교에 재학 중인 자","※ 기관확인필요","○ 9명※ 장학금별 선발인원은 예산규모에 맞게 탄력적으로 운영","○ 2025년 전남인재평생교육진흥원 장학금 수령자 제외○ 선발 전형에 상관없이 1가구 1명 선발 원칙","해당없음","○ 목포장학재단 장학금 신청서○ 신청인 서약서○ 개인정보수집·이용 및 제공·조회 동의서○ 주민등록등본○ 가족관계증명서○ 건강보험 자격확인서 및 건강보험료 납부확인서○ 재학증명서○ 통장사본○ 한부모가족증명서(단 조손가정은 목포시 사회복지과 자격 확인)※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.mokposaf.com/","2025-05-26","2025-06-13"
"948 ","재단법인 옥천군장학회","곰두리장학생","지자체(출자출연기관)","장학금","지역연고","해당없음","해당없음","해당없음","○ 장애학생 또는 다문화/ 북한이탈주민/ 한부모가정","○ 70만원","○ 관내 고등학교 재학생","○ 공고일 현재 1년 이상 옥천군에 주소를 두고 계속 거주하고 있는 군민 또는 군민의 자녀","○ 학교장 추천에 의함","○ 12명○ 옥천고 3명 / 충북산과고 6명 / 청산고 3명○ 학교당 학년별 1명 (충북산과고는 학년별 2명)","○ 당해연도 충북인재평생교육진흥원 및 옥천군이 출연한 기관이나 단체로부터 장학금을 받는 자○ 동일인에 대하여 초/중/고/대학교 재학 중 각 1회만 선발※ 자세한 사항은 첨부파일 또는 홈페이지 참고","○ 학교장 추천에 의한 공문 발송","○ 장학생 추천서○ 주민등록등본 (추가 가족관계증명서)○ 개인정보 수집/이용/제공 및 조회 동의서○ 장애인/다문화가정/북한이탈주민/한부모가정 증명서류※ 자세한 사항은 첨부파일 또는 홈페이지 참고","https://ocjh.oc.go.kr","2025-10-10","2025-10-17"
"949 ","전북애향장학재단","전북애향장학생","지자체(출자출연기관)","장학금","지역연고","해당없음","해당없음","○ 신입생의 수학능력시험 표준점수가 4개 영역(국어/수학/영어/탐구영역) 평균 2등급 이내인 자○ 고등학교장 추천자 중 효행/봉사/인성/IT/기술/과학 등 특정 분야의 실적이 뛰어난 지원자는 수학능력시험 4개영역 평균 4등급 이내 지원가능 (특정)○ 도내대학교 총창 추천자는 수학능력시험 4개영역 평균 5등급 이내인 자 (대학교추천)","해당없음","○ 200만원 (학기당)※ 조건 충족 시 4년간 지급","○ 4년제 대학 진학예정자(신입생)","○ 보호자의 본적 또는 주소지가 전북특별자치도이고 전북특별자치도에 소재하는 중/ 고등학교에서 전 교육과정을 이수하고 졸업 또는 졸업 예정인 자","※ 기관확인필요","○ 20명이내","○ 이중수혜금지○ 국가장학금으로 등록금이 가능한 자는 제외※ 단 타 장학금 수령액이 100만원 미만일 때와 타 장학금과 애향장학금을 합한 금액이 대학 한 학기 등록금에 미달할 때는 예외로 하며 초과할 때는 초과된 금액을 본 재단에 반납해야 함.","○ 학교장 또는 시/군 애향본부장 추천","○ 장학생 지원서○ 장학생 추천서○ 대입수능 성적증명서 사본○ 대입합격 통지서 사본○ 지방세 세목별 과세 증명서○ 주민등록등본※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.jblove.or.kr","2025-12-10","2026-02-20"
"950 ","재단법인 산청군향토장학회","초중고 생활장학생","지자체(출자출연기관)","장학금","지역연고","해당없음","해당없음","○ 해당없음","○ 국민기초생활보장수급자/ 한부모가족/ 차상위계층 가구의 자녀※ 자세한 사항은 첨부파일 또는 홈페이지 참고","○ 50만원","※ 자세한 사항은 첨부파일 또는 홈페이지 참고","○ 공고일 현재 부모 또는 학생이 산청군에 1년 이상 계속하여 주소를 두고 있으며 산청군에 소재한 고등학교 재학생 또는 학교 밖 청소년","※ 자세한 사항은 첨부파일 또는 홈페이지 참고","○ 90명(초/중학생 포함)","○ 상반기 초중고 생활장학금 선정자○ 비인가학교 학생 및 학교 밖 청소년의 경우 2012년생 ~ 2007년생에 한하여 지급※ 자세한 사항은 첨부파일 또는 홈페이지 참고","○ 읍·면장 추천","○ 장학생 신청(추천)서○ 재학증명서○ 국민기초생활보장수급자/한부모가족/차상위계층 확인서○ 부모 또는 학생 본인 주민등록 초본○ 개인(신용)정보 수집·이용 및 제공·조회 동의서○ 통장사본※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.sancheong.go.kr","2026-04-13","2026-05-08"
"951 ","의왕시인재육성재단","장애인 특기 장학생","지자체(출자출연기관)","장학금","장애인","해당없음","해당없음","해당없음","해당없음","○ 100만원(생활장학금)","○ 기능·예능·과학 등의 분야에서 도 단위 규모 대회에서 1위에 입상하거나 전국 규모 대회에서 3위 이내 입상한 장애인 고등학생※ 장애인 복지법 시행규칙 별표1의 장애 정도에 해당하는 사람","○ 공고일 기준 의왕시에 주소를 두고 2년 이상 거주하고 있는 장애인 고등학생","○ 입상성적 90% 가족사항별 5% 의왕시거주 5% 가점 7% (총 107)○ 동점자 처리기준 : 입상성적 가족사항별 의왕시거주 가점","○ 2명(대학 포함)","○ 1가구 1인만 선발※ 자세한 사항은 첨부파일 또는 홈페이지 참고","○ 학교장 추천","○ 장학금 지원 신청서○ 개인정보 수집·이용·제공·조회 동의서○ 추천서○ 입상 증빙 서류○ 초본○ 장애인 증명서※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.uwinjae.or.kr","2024-07-29","2024-08-09"
"952 ","재단법인 의성군인재육성재단","학업성취도 향상 장학금","지자체(출자출연기관)","장학금","지역연고","해당없음","해당없음","○ 직전학기 대비 학업성취도 향상 학생 중 인문계 고등학교 재학인원 10% 이내 / 특성화 고등학교 재학인원 5% 이내","해당없음","○ 100만원","※ 기관확인필요","해당없음","○ 학교별 일괄 신청※ 개별신청 불가※ 학교장 추천사항으로 학년별 배분/ 성적향상 범위 등은 학교장 재량","○ 65명","○ 2025년도 의성군인재육성재단 입학 및 재학성적우수장학금 수혜자 제외","○ 학교장 추천","○ 장학생 지원신청서○ 장학금 지급신청서○ 개인정보제공 동의서○ 각서○ 통장사본○ 학교장 추천서○ 학업성취 향상 확인(비교) 가능한 성적증명서※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://uscdream.kr","2025-11-12","2025-11-25"
"953 ","재단법인 신안군장학재단","어가 및 저소득 자녀 장학","지자체(출자출연기관)","장학금","지역연고","해당없음","해당없음","해당없음","○ 저소득","○ 70만원","○ 김양식 자녀/ 저소득자녀○ 신안군 소재 고등학교 재학생 (6개고교)","○ 부 또는 모(친권자)와 학생 본인이 공고일 현재 신안군에 6개월 이상 주민등록되어 있는 고등학생","○ 1순위 김양식업자녀○ 2순위 저소득자녀","○ 24명","○ 중복 신청자※ 자세한 사항은 첨부파일 또는 홈페이지 참고","○ 학교장","○ 장학금신청서○ 신청인서약서○ 개인정보 수집·이용 및 제공·조회 동의서○ 주민등록 등본○ 가족관계증명서○ 재학증명서○ 통장사본○ 어업면허증명서○ 학교장추천서○ 저소득 증빙서류 (해당자)※ 자세한 사항은 첨부파일 또는 홈페이지 참고","https://www.shinan.go.kr/","2025-04-21","2025-05-09"
"954 ","재단법인 포천시교육재단","특기장학생","지자체(출자출연기관)","장학금","지역연고","해당없음","해당없음","해당없음","해당없음","○ 개인 70만원○ 팀 150만원","※ 자세한 사항은 첨부파일 또는 홈페이지 참고","○ 공고일 이전까지 국제/전국/광역시/도/ 군 대회 등에서 우수한 성적을 거둔 초·중·고·대학생","※ 기관확인필요","○ 개인 10명/ 팀 3팀","○ 2023년도 향토인재 장학생은 선발 제외되며 하반기 장학생 선발 분야별 또는 세대별 중복지원 불가","해당없음","○ 장학금 지원신청서○ 개인정보 수집이용 및 조회 동의서○ 특기장학생 입상내역 확인서 ○ 재학증명서○ 주민등록 초본 ○ 가족관계증명서○ 대회 입상실적 증명서 등 증빙서류※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.pcscholarship.or.kr","2023-09-11","2023-09-27"
"955 ","(재)중구인재육성장학재단","학력(성적)우수장학생","지자체(출자출연기관)","장학금","지역연고","해당없음","해당없음","○ 성적 상위 10% 이내","해당없음","○ 100만원","○ 서울시 중구 소재 고등학교 재학생","○ 공고일 기준으로 서울시 중구에 주민등록을 두고 1년 이상 거주하고 있는 자","○ 서류심사 (장학생 종류별 세부평점기준표 의거 장학생선정심사위원회에서 선발)","○ 8명","○ 국가/지방자치단체/타재단/학교/민간 등으로부터 장학금을 지원받은 자○ 선발분야 3개 중 1개 분야만 신청 가능○ 장학생 신청은 1세대당 1명○ 2025년 상반기 본재단 수혜자는 선발 후순위※ 자세한 사항은 첨부파일 또는 홈페이지 참고","○ 학교장 또는 동장 추천","○ 장학생 신청서 및 추천서○ 직전학기 성적증명서/생활기록부○ 지방세세목별과세증명서○ 통장사본○ 임대차계약서 (해당자)○ 가점증빙서류 (해당자)※ 자세한 사항은 첨부파일 또는 홈페이지 참고","http://www.junggu.seoul.kr","2025-10-24","2025-11-07"
"956 ","시흥시인재양성재단","일반장학생","지자체(출자출연기관)","장학금","해당없음","해당없음","해당없음","○ 해당없음","○ 해당없음","○ 80만원","○ 관내 소재 학교 재학생","○ 학생 또는 법정보호자가 시흥시1년 이상 연속적으로 거주자","○ 거주기간 심사 40점 생활정도 심사 50점○ (해당자) 취약계층(수급자5점/차상위4점/한부모가정3점/장애인3점)○ (해당자) 다자녀 5점○ (고등학교 2~3학년) 성적우수자 2점 ","○ 395명(초/중학생 포함)","○ 해당없음","○ 해당없음","○ 주민등록초본○ 가족관계증명서○ 재학증명서○ 건강보험납부확인서○ 건강보험자격 득실 확인서※ 자세한 사항은 첨부파일 또는 홈페이지 참고","https://www.shinjae.or.kr/","2026-04-13","2026-05-15"
"957 ","재단법인 전남인재평생교육진흥원","전남정착장학생(지역계고)","지자체(출자출연기관)","장학금","지역연고","해당없음","해당없음","○ 고등학교 2학년 성적 평균 80점 이상","○ 소득인정액 기준 중위소득 180% 이하","○ 100만원○ 2027.06.30.까지 전라남도 내 소재지 기업/기관 취업 시 50만원 추가지원","○ 전라남도 소재 특성화고/ 마이스터고/ 직업계고 3학년 재학생※ 교육부 특성화고/마이스터고 포털 조회 가능한 학교","○ 공고일 기준 학생 본인 또는 보호자가 1년 이상 전라남도에 주민등록 되어 있는 학생","○ 성적 50% / 소득 30% / 에세이 20% / 지역공헌활동(가점 10점)※ 동점의 경우 저소득계층 우선","○ 40명","○ 장학금 지원은 매년 1회로 제한하며 이중·허위 수혜자는 적발 시 장학금 회수 및 3년간 지원 제외※ 자세한 사항은 첨부파일 또는 홈페이지 참고","해당없음","○ 장학금신청서○ 주민등록등본○ 가족관계증명서○ 재학증명서○ 개인정보 수집·이용 및 제공·조회 동의서 ○ 신청인 서약서○ 장학금 지급통장 사본○ 에세이○ 직전학기 성적증명서○ 건강보험료 납부확인서 및 건강보험 자격확인서※ 자세한 사항은 첨부파일 또는 홈페이지 참고","https://www.jntle.kr","2026-04-17","2026-05-15"
"958 ","재단법인 산청군향토장학회","일반장학금 ","지자체(출자출연기관)","장학금","지역연고","해당없음","해당없음","○ 직전학기 성적 내신평균 4등급 이내","해당없음","○ 50만원","※ 기관확인필요","○ 공고일 현재 부모 또는 학생이 산청군에 1년 이상 계속하여 주소를 두고 있으며 산청군에 소재한 고등학교 재학생","※ 자세한 사항은 첨부파일 또는 홈페이지 참고","※ 자세한 사항은 첨부파일 또는 홈페이지 참고","※ 자세한 사항은 첨부파일 또는 홈페이지 참고","○ 소속 학교장 추천","※ 자세한 사항은 첨부파일 또는 홈페이지 참고","https:..wwwsancheong.go.kr/www/index.do","2025-11-03","2025-11-21"
